Date,Open,High,Low,Volume,Close
25-02-2016,49.52602078,49.85515594,49.15516235,110330800,49.85515594
26-02-2016,50.05911897,50.43924721,49.77170709,115964400,49.92468643
29-02-2016,49.90151058,50.53660445,49.80416104,140865200,49.82270432
01-03-2016,50.2677373,51.71407747,50.16111435,201628400,51.60282135
02-03-2016,51.59355497,51.7697108,51.19024664,132678400,51.7048111
03-03-2016,51.6259979,52.14983214,51.56573137,147822800,52.0524826
04-03-2016,52.45579042,53.09551748,51.99221917,184220400,52.75247574
07-03-2016,52.46506216,52.66903465,51.8021551,143315600,52.22400665
08-03-2016,51.71871335,52.17301476,51.54255754,126247600,51.83460617
09-03-2016,51.96440747,52.0895737,51.48229289,108806800,51.87633133
10-03-2016,52.01076145,52.39552289,51.42666069,134054400,51.8995018
11-03-2016,52.39553464,52.41407792,52.05249282,109632800,52.40480804
14-03-2016,52.24254676,52.706118,52.18228023,100304400,52.52532196
15-03-2016,53.19286638,53.75842387,53.14187326,160270800,53.48028183
16-03-2016,53.49419182,54.28226159,53.48491842,153214000,54.12464905
17-03-2016,53.91603829,54.35643312,53.65643952,137682800,54.04584122
18-03-2016,54.29617004,54.37034315,53.76306588,176820800,54.10147095
21-03-2016,54.10610596,54.90344913,53.73988422,142010800,54.09683609
22-03-2016,53.79087407,54.73655984,53.77233079,129777600,54.47232437
23-03-2016,54.36107098,54.63457634,54.09219879,102814000,54.19881821
24-03-2016,53.89285998,54.25444499,53.62398781,104532000,53.98557281
28-03-2016,54.13854926,54.22662893,53.70279119,77645600,53.76305771
29-03-2016,53.6239866,54.96834389,53.6193499,124760400,54.91735077
30-03-2016,55.36701614,56.18753569,55.34383617,182404400,55.78886414
31-03-2016,55.86303624,55.94647921,55.47363457,103553600,55.52462769
01-04-2016,55.42728035,55.99283784,55.15840817,103496000,55.98820114
04-04-2016,56.18753718,57.00806029,56.11800079,149424800,56.51203918
05-04-2016,55.76568539,56.33124285,55.72396215,106314800,55.90475464
06-04-2016,56.09945738,56.4471358,55.62197605,105616400,56.4378624
07-04-2016,55.96965069,56.18752971,55.1213181,127207600,55.31601715
08-04-2016,55.48753585,55.88620379,55.14449066,94326800,55.37164307
11-04-2016,55.51535963,56.2756162,55.45045994,117630000,55.53853607
12-04-2016,55.6868729,56.22461719,55.37164788,108929200,56.19680405
13-04-2016,56.36369499,57.07759159,56.36369499,133029200,56.93852234
14-04-2016,56.74382688,57.10077521,56.60939079,101895600,56.96633911
15-04-2016,56.97096983,57.05904949,55.8676716,187756000,55.92329788
18-04-2016,55.47828357,55.50609672,54.57432086,243286000,54.82464981
19-04-2016,55.01006304,55.06569286,54.24517334,129539600,54.56040192
20-04-2016,54.43524652,55.10742353,54.16637429,122444000,54.66239548
21-04-2016,54.56967705,54.56967705,53.91603985,126210000,54.12464905
22-04-2016,53.67962717,54.3610776,53.49883463,134732400,53.99021912
25-04-2016,53.67498391,53.97630595,53.44783498,112126400,53.71207047
26-04-2016,53.16969969,53.81406357,53.16969969,224064800,53.37366867
27-04-2016,49.50284652,50.75912436,49.35450384,458408400,50.34654617
28-04-2016,50.24919205,50.37435473,48.69159229,328970800,48.96046448
29-04-2016,48.57105867,48.90946722,47.88497523,274126000,48.45516586
02-05-2016,48.56179284,48.61278597,47.83398609,192640400,48.40881348
03-05-2016,48.66840603,49.38230611,48.42735056,227325200,49.12270737
04-05-2016,49.13198466,49.45648668,48.49225756,164102000,48.66378021
05-05-2016,48.84101345,48.87366087,48.22537383,143562000,48.48655319
06-05-2016,48.54717513,48.58448392,47.83825481,174799600,48.24401855
09-05-2016,48.37461844,48.73374006,48.18339529,131745600,48.27667618
10-05-2016,48.52852188,48.64045537,47.95952104,134747200,48.57049561
11-05-2016,48.59849016,48.64046389,48.12276654,114876400,48.14608765
12-05-2016,48.24401799,48.27200047,46.72823869,305258800,47.13399887
13-05-2016,46.97543338,47.75431001,46.97543338,177571200,47.21795654
16-05-2016,48.09010864,49.02289594,47.74497834,245039200,48.78503418
17-05-2016,49.09752148,49.16747768,48.37927482,187667600,48.60314178
18-05-2016,48.91563347,49.40534473,48.78970518,168249600,49.10218811
19-05-2016,49.13949474,49.13949474,48.64045368,121768400,48.9342804
20-05-2016,49.1394907,49.50794208,49.08352219,128104000,49.40999985
23-05-2016,49.71316303,50.32880254,49.61988216,152074400,49.97434235
24-05-2016,50.34280235,50.74856265,50.16557045,140560800,50.65995026
25-05-2016,51.019063,51.51810409,50.75788368,152675200,51.46213913
26-05-2016,51.49012414,51.97983895,51.00507427,225324800,51.83059311
27-05-2016,51.37819206,51.85857702,51.28957612,145364800,51.80260849
31-05-2016,51.45281805,51.82593448,51.08903148,169228800,51.57408142
01-06-2016,51.18230668,51.42483341,50.86049741,116693200,50.92112732
02-06-2016,50.52002406,50.63195755,50.0676216,160766400,50.57599258
03-06-2016,50.60863966,50.83250664,50.45006396,114019600,50.66926956
06-06-2016,50.70192408,52.52086047,50.49671324,93170000,51.0004158
07-06-2016,51.28957312,51.57873849,51.15431853,89638000,51.18696594
08-06-2016,51.18230544,51.43415848,51.02373328,83392400,51.14499664
09-06-2016,50.93978176,51.63470741,50.92112558,106405600,51.47613525
10-06-2016,50.95376944,51.33621212,50.93045189,126851600,51.09368896
13-06-2016,51.0283845,51.22893388,50.28681684,152082000,50.39875031
14-06-2016,50.38942853,50.93044686,50.1235843,127727600,50.45472336
15-06-2016,50.62263648,50.89781064,50.25418499,117780800,50.30548859
16-06-2016,49.98366822,50.58998141,49.8064399,125307200,50.4967041
17-06-2016,50.06295963,50.07695087,49.4473201,244032800,49.46131134
20-06-2016,49.77380481,50.03964914,49.32140226,137647600,49.35404968
21-06-2016,49.27941672,49.93702995,49.15815337,142185600,49.73181915
22-06-2016,49.89038939,50.18888104,49.47063439,116876400,49.56391525
23-06-2016,49.74581343,49.90905051,49.42400063,128960800,49.82043457
24-06-2016,48.33264436,49.14883341,48.21138099,301245600,48.5611763
27-06-2016,48.37460973,48.39793084,47.67501925,181958400,47.92687225
28-06-2016,48.32798243,48.6824427,47.97352217,161779600,48.64979172
29-06-2016,48.82701557,49.09752477,48.66843987,146124000,49.027565
30-06-2016,49.04621969,49.66652057,48.98092486,143345600,49.5872345
01-07-2016,49.53593782,49.99300526,49.46131667,104106000,49.72249603
05-07-2016,49.48928873,49.49395366,49.0555425,110820800,49.30273056
06-07-2016,49.12083827,49.61521795,49.01356972,123796400,49.5545845
07-07-2016,49.63386681,50.00698311,49.59655802,100558400,49.74580383
08-07-2016,50.00232644,50.18888463,49.79711564,115648400,50.09094238
11-07-2016,50.12358955,50.54334458,50.11426324,95179600,50.23086166
12-07-2016,50.31947868,50.5666668,50.29616113,96670000,50.43607712
13-07-2016,50.43140698,50.55266677,50.16555919,103568800,50.17955399
14-07-2016,50.42207943,51.16830859,50.38943201,155676000,51.07503128
15-07-2016,51.13565691,51.31288877,50.93977244,120548000,51.07036209
18-07-2016,51.03305435,51.69999745,50.9864157,145975600,51.56008148
19-07-2016,51.4341509,51.63936525,51.33154373,95119600,51.57873535
20-07-2016,51.63937227,51.85391296,51.51810891,105104000,51.62071609
21-07-2016,51.56008573,52.10576552,51.23360799,130808000,51.37352753
22-07-2016,51.29423213,51.3128883,50.85115605,113254800,51.01439667
25-07-2016,50.82317018,51.09834069,50.20286585,161531600,50.39875031
26-07-2016,50.15623295,50.69258636,49.96967478,224959200,50.08627319
27-07-2016,53.63086393,53.66817627,52.92194715,369379200,53.01522446
28-07-2016,52.95926507,53.71482059,52.95460014,159479200,53.663517
29-07-2016,53.59355989,53.76146191,53.35569811,110934800,53.6028862
01-08-2016,53.69616658,54.5076906,53.69616658,152671600,54.46105194
02-08-2016,54.46105498,54.47038129,53.50494644,135266400,53.72881699
03-08-2016,53.88271539,54.36310026,53.86405922,120810400,54.33978271
04-08-2016,54.50860497,54.70555063,54.36792745,109634800,54.64459229
05-08-2016,54.83215095,55.47926316,54.78994985,162213600,55.39954758
08-08-2016,55.41829806,55.81688309,55.24949008,112148800,55.81688309
09-08-2016,55.75124519,56.08417818,55.64808216,105260800,56.02321625
10-08-2016,55.97631595,56.06541193,55.53084318,96034000,55.64338303
11-08-2016,55.88721492,56.07947391,55.57303927,109938000,55.61055374
12-08-2016,55.54021442,55.84970345,55.54021442,74641600,55.7277832
15-08-2016,55.70903967,56.36552879,55.6809056,103472800,56.33739471
16-08-2016,56.40771924,56.68907422,56.21077362,135177600,56.2904892
17-08-2016,56.15920145,56.28581193,55.80282104,101424000,56.21547318
18-08-2016,56.22015717,56.39365536,56.12168077,87938800,56.14981842
19-08-2016,56.00445169,56.43586102,55.81219626,101472400,56.28111649
22-08-2016,56.04665539,56.15919524,55.57304496,103280800,55.88253403
23-08-2016,55.92004523,56.26235856,55.89191116,85030800,56.04196548
24-08-2016,55.91067665,55.99508245,55.49333787,94700400,55.65745926
25-08-2016,55.3573476,55.58711753,55.02441463,100344800,55.44175339
26-08-2016,55.36672487,55.61993866,54.85090975,111065200,55.14633179
29-08-2016,54.99627857,55.38079303,54.84153403,99881200,55.09006119
30-08-2016,54.61176471,54.94000746,54.4710872,99455600,54.70554733
31-08-2016,54.54611512,54.97283068,54.53673471,118649600,54.75243759
01-09-2016,54.77119818,55.08068728,54.52736121,106806000,55.04786301
02-09-2016,55.50270643,55.64338392,55.09005792,107210000,55.51677704
06-09-2016,55.59649463,55.78406344,55.41361602,107521600,55.50270844
07-09-2016,55.56367148,55.99976745,55.20729109,169457200,55.81219864
08-09-2016,55.29169857,55.3010754,54.34916783,212008000,54.48046494
09-09-2016,54.06780788,54.57424254,53.3597374,186228000,53.3597374
12-09-2016,53.1346633,54.5742483,53.07839159,181171200,54.4429512
13-09-2016,55.41361163,56.01382891,55.28700117,248704800,55.61993408
14-09-2016,55.98569485,58.00204956,55.92473293,443554800,57.41120911
15-09-2016,58.39126576,59.26814801,58.21776396,359934400,59.19311905
16-09-2016,58.98211095,59.45571792,58.47567613,319547600,58.88832474
19-09-2016,59.01492203,59.47915205,58.10521564,188092000,58.25996017
20-09-2016,58.01143116,58.51317564,57.75821382,138057200,58.2552681
21-09-2016,58.38656931,58.45221786,57.72539363,144012800,58.24589539
22-09-2016,58.62102824,58.89769303,58.45690687,124296000,58.7476387
23-09-2016,58.65385439,58.82735617,57.30805556,209924800,57.85200119
26-09-2016,57.35025681,58.17086725,57.3080557,119477600,57.93171692
27-09-2016,57.98799222,58.07239801,57.67850312,98429600,58.03019333
28-09-2016,58.31154735,58.75702019,58.18962708,118564400,58.43346405
29-09-2016,58.06301708,58.36312575,57.42528526,143548000,57.60347366
30-09-2016,57.73477545,58.16149463,57.42528991,145516400,58.01144028
03-10-2016,57.85199347,58.01142819,57.65035765,86807200,57.76289749
04-10-2016,58.01611395,58.60226417,57.81447814,118947200,57.98797989
05-10-2016,58.17556166,58.29748194,57.84262869,85812400,58.01144028
06-10-2016,58.31623085,58.61633952,58.04894645,115117200,58.40532684
07-10-2016,58.60226499,58.71949503,58.22713099,97433600,58.48503494
10-10-2016,58.93520676,59.74644038,58.79453283,144944000,59.41819763
11-10-2016,60.19192031,60.656154,59.48853983,256164000,59.53543472
12-10-2016,60.02779201,60.32321407,59.74644057,150347200,60.02310181
13-10-2016,59.76519402,60.06999288,59.26344952,140769600,59.85429001
14-10-2016,60.2763182,60.4123055,59.92462801,142608800,60.15908813
17-10-2016,60.01841519,60.25756194,59.76050761,94499600,60.12157822
18-10-2016,60.41700512,60.43107216,60.0746917,98214000,60.08407211
19-10-2016,59.98089547,60.22004579,58.36312216,80138400,59.91993713
20-10-2016,59.79801731,60.04185425,59.54949017,96503200,59.89179993
21-10-2016,59.77457451,59.8214694,59.52604734,92770800,59.67610168
24-10-2016,59.9105647,60.2106734,59.86367339,94154800,60.16847229
25-10-2016,60.30914016,60.50139917,60.00903149,192516000,60.44981766
26-10-2016,58.60227439,59.25407328,58.13335413,264536800,59.20249176
27-10-2016,59.10871483,59.32910795,58.5038072,138248000,58.68199921
28-10-2016,58.39594605,59.02429742,58.19899684,151446800,58.3256073
31-10-2016,58.29277718,58.56475174,58.08176096,105677600,58.24119568
01-11-2016,58.20369215,58.34905629,56.82975565,175303200,57.27991867
02-11-2016,57.23771271,57.68318548,57.15799713,113326800,57.32680511
03-11-2016,57.30796554,57.53420089,56.63396658,107730400,56.76593781
04-11-2016,56.15320213,56.96388647,55.95524533,123348000,56.29931259
07-11-2016,56.8837676,57.0864387,56.59154305,130240000,57.03930664
08-11-2016,56.99216155,57.65673538,56.70465134,97016800,57.34565735
09-11-2016,56.78949452,57.46820767,55.92696743,236705600,57.2608223
10-11-2016,57.35979995,57.35979995,54.88061848,228538000,55.80442047
11-11-2016,55.488637,56.31346068,55.21998029,136575600,56.10607529
14-11-2016,55.76671019,55.81384225,54.0557918,204702000,54.82405472
15-11-2016,55.22939602,55.75257008,55.03615352,129058000,55.48391342
16-11-2016,55.29067406,56.95446419,55.243542,235362000,56.84134293
17-11-2016,56.75650509,57.01102253,56.29460585,110528000,56.82249069
18-11-2016,56.71407891,57.10056751,56.6858004,113715600,56.87432861
21-11-2016,56.90262277,57.78400353,56.85077642,117058400,57.66146088
22-11-2016,57.76514285,57.98666748,57.50591473,103862000,57.69444656
23-11-2016,57.48706019,57.55776008,57.00159317,109705600,57.42578888
25-11-2016,57.37865734,57.7274425,57.29381819,45903600,57.68973541
28-11-2016,57.52005109,58.01023237,57.50119754,108776000,57.58603668
29-11-2016,57.21369191,57.80285164,56.87904961,114115200,57.53419495
30-11-2016,57.60018328,57.88297925,56.97331642,144649200,57.09114838
01-12-2016,57.02045316,57.28910987,56.38887201,148347600,56.60568237
02-12-2016,56.45484884,56.8884695,56.30402411,106112000,56.79891968
05-12-2016,56.8460523,56.86019156,56.02122874,137298000,56.42657089
06-12-2016,56.61039462,57.01573682,56.46428415,104782000,56.82249069
07-12-2016,56.49727529,57.40693807,56.45014323,119994800,57.3315239
08-12-2016,57.25139805,57.99138253,57.12885182,108273200,57.84527206
09-12-2016,57.93482451,59.06129767,57.93482451,137610400,58.70780182
12-12-2016,58.39672538,59.20269547,58.01966171,105497600,58.40143967
13-12-2016,58.65595617,59.63631887,58.61353839,174935200,59.29225159
14-12-2016,59.2215517,59.76829009,59.19327318,136127200,59.29225159
15-12-2016,59.38179463,60.01808997,59.31109835,186098000,59.58917999
16-12-2016,59.89554931,59.90968856,59.50906065,177404400,59.65988541
19-12-2016,59.57975627,60.3244514,59.55618844,111117600,59.97566986
20-12-2016,60.0228058,60.38101594,59.99452729,85700000,60.12178421
21-12-2016,60.05109474,60.33389073,60.04166617,95132800,60.17363739
22-12-2016,59.83898561,59.91439978,59.50434332,104343600,59.81070709
23-12-2016,59.48077817,59.91911316,59.48077817,56998000,59.91911316
27-12-2016,59.9191134,60.522416,59.90497414,73187600,60.26789856
28-12-2016,60.39044073,60.62610462,59.76828818,83623600,60.03223419
29-12-2016,59.88612212,60.1972002,59.86255788,60158000,60.01809692
30-12-2016,59.98038289,60.23961099,59.40536246,122345200,59.58917999
03-01-2017,59.57976026,59.82956342,59.08957892,115127600,59.74472427
04-01-2017,59.60332393,59.914402,59.55619187,84472400,59.68344879
05-01-2017,59.63632286,60.07937218,59.58447651,88774400,59.96154022
06-01-2017,60.04165801,60.69209266,59.89554755,127007600,60.57426071
09-01-2017,60.59311257,61.2906793,60.58840188,134247600,61.08329391
10-01-2017,60.97959731,61.26710753,60.75807628,97848400,61.13985062
11-01-2017,60.96545577,61.52633694,60.89947017,110354400,61.4414978
12-01-2017,61.04087325,61.22940508,60.71565593,108344800,61.20583725
13-01-2017,61.1398501,61.38022827,60.99845033,104447600,61.1068573
17-01-2017,60.77693924,61.67246293,60.7203822,137759200,61.55934525
18-01-2017,61.55933694,61.79500084,61.42265144,94852000,61.55462265
19-01-2017,61.27653943,61.60175317,61.26240017,102389200,61.4556427
20-01-2017,61.77144135,61.77144135,61.4320883,130391600,61.55934525
23-01-2017,61.559335,61.94110936,61.45092802,88200800,61.59704208
24-01-2017,61.34723592,61.60646403,61.32366809,92844000,61.54519272
25-01-2017,61.75728883,62.54911962,61.69130323,129510400,62.44542694
26-01-2017,62.34645621,62.70938065,62.3134634,105350400,62.47371674
27-01-2017,62.56797368,62.66695209,62.31345626,82251600,62.47842026
30-01-2017,61.99767435,62.32760239,61.87041741,121510000,62.32760239
31-01-2017,62.101365,62.21448266,61.85156183,196804000,62.19562912
01-02-2017,64.87276447,66.50356168,64.8633395,447940000,65.68344879
02-02-2017,65.32053717,65.98510754,65.22626945,134841600,65.57976532
03-02-2017,65.47607245,65.89084324,65.40537615,98029200,65.83899689
06-02-2017,65.86256314,66.50827995,65.75415257,107383600,66.40929794
07-02-2017,66.52713058,67.25769014,66.4847128,152735200,66.99374771
08-02-2017,66.90890169,67.31895452,66.84762678,92016400,67.23411179
09-02-2017,67.31933232,67.69803082,67.06844609,113399600,67.68383026
10-02-2017,67.7027608,67.92997699,67.50867685,80262000,67.54180908
13-02-2017,67.99624199,68.34653929,67.84002863,92141600,68.0956459
14-02-2017,68.18088089,68.94774024,68.07673861,132904800,68.914608
15-02-2017,69.15127612,69.50630457,68.72523764,142492400,69.14653778
16-02-2017,69.22227582,69.33114919,68.82937682,90338400,69.07080078
17-02-2017,68.95246092,69.29801992,68.95246092,88792800,69.24594879
21-02-2017,69.48736904,69.73352414,69.36902622,98028800,69.70985413
22-02-2017,69.58204206,69.90866941,69.430567,83347600,69.90393829
23-02-2017,70.0317631,70.0790959,69.52052114,83152800,69.62939453
24-02-2017,69.33588952,69.69091797,69.03766332,87106400,69.69091797
27-02-2017,69.91812145,70.06013424,69.51102196,81029600,69.81871033
28-02-2017,69.8897315,70.06014544,69.70984812,93931600,69.84712982
01-03-2017,70.27315919,71.34297558,70.13588471,145658400,71.17256165
02-03-2017,71.271989,71.4045324,70.68500593,104844000,70.77968597
03-03-2017,70.69445261,71.1914938,70.60451092,84432400,71.16782379
06-03-2017,70.97375714,71.16311,70.60926643,87000000,70.95955658
07-03-2017,70.8270077,71.2625084,70.69919543,69785200,71.04476166
08-03-2017,70.77493686,71.17730534,70.71340351,74828800,70.79860687
09-03-2017,70.67554885,70.69921164,69.87555005,88623600,70.6471405
10-03-2017,70.91693165,70.96900276,70.62817496,78451200,70.86486053
13-03-2017,70.72761203,71.00216104,70.71341147,69686800,70.89328766
14-03-2017,70.94061294,71.10628854,70.722859,61236400,70.79386902
15-03-2017,70.99268199,71.62699768,70.81279862,102767200,71.48972321
